Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Nation
M Dillon ,1997-2005,108,51,20,227,21,7.32,411,55.23,0,0,9,WI
AMJ Hilditch ,1979-1985,8,8,0,226,72,28.25,476,47.47,0,1,0,AUS
Raza-ur-Rehman ,2013-2014,6,5,0,225,88,45.0,262,85.87,0,3,1,CAN
BP Julian ,1993-1999,25,17,0,224,35,13.17,250,89.6,0,0,4,AUS
KR Stackpole ,1971-1974,6,6,0,224,61,37.33,387,57.88,0,3,0,AUS
JH Edrich ,1971-1975,7,6,0,223,90,37.16,325,68.61,0,2,0,ENG
V Shankar ,2019-2019,12,8,1,223,46,31.85,246,90.65,0,0,0,INDIA
KM Jarvis ,2009-2019,49,33,10,222,37,9.65,337,65.87,0,0,4,ZIM
Aqib Ilyas ,2019-2019,5,5,0,221,63,44.2,282,78.36,0,2,0,OMAN
BKV Prasad ,1994-2001,161,63,31,221,19,6.9,367,60.21,0,0,8,INDIA
Sarfraz Nawaz ,1973-1984,45,31,8,221,34,9.6,345,64.05,0,0,5,PAK
Wasim Bari ,1973-1984,51,26,13,221,34,17.0,431,51.27,0,0,0,PAK
HS Baidwan ,2008-2014,32,22,7,220,33,14.66,339,64.89,0,0,3,CAN
DR Lockhart ,2006-2010,14,11,2,218,46,24.22,341,63.92,0,0,1,SCOT
Y Venugopal Rao ,2005-2006,16,11,2,218,61,24.22,363,60.05,0,1,2,INDIA
NR Kumar ,2010-2014,16,15,1,217,38,15.5,397,54.65,0,0,1,CAN
FA Rose ,1997-2000,27,23,5,217,30,12.05,265,81.88,0,0,2,WI
EO Simons ,1994-1995,23,18,4,217,24,15.5,295,73.55,0,0,1,SA
V Dahiya ,2000-2001,19,15,2,216,51,16.61,267,80.89,0,1,2,INDIA
WK Lees ,1979-1983,31,24,5,215,26,11.31,307,70.03,0,0,1,NZ
NO Perry ,1999-2000,21,16,8,212,52,26.5,340,62.35,0,1,2,WI
FRJ Coleman ,2013-2015,16,14,0,211,70,15.07,344,61.33,0,1,2,SCOT
MJ Henry ,2014-2019,52,21,7,211,48,15.07,211,100.0,0,0,3,NZ
KS Lokuarachchi ,2003-2007,21,18,3,210,69,14.0,262,80.15,0,1,2,SL
CPH Ramanayake ,1986-1995,62,35,14,210,26,10.0,374,56.14,0,0,7,SL
Tahir Naqqash ,1980-1985,40,23,9,210,61,15.0,242,86.77,0,1,4,PAK
Mushtaq Mohammad ,1973-1978,10,9,3,209,55,34.83,353,59.2,0,1,0,PAK
MHW Papps ,2004-2005,6,6,2,207,92,51.75,342,60.52,0,2,0,NZ
DL Bairstow ,1979-1984,21,20,6,206,23,14.71,390,52.82,0,0,1,ENG
AR Berenger ,2014-2015,10,10,0,205,66,20.5,304,67.43,0,2,0,UAE
PE McEwan ,1980-1985,17,15,0,204,41,13.6,346,58.95,0,0,0,NZ
JA Rennie ,1993-2000,44,27,12,201,27,13.4,391,51.4,0,0,6,ZIM
APE Knott ,1971-1977,20,14,4,200,50,20.0,247,80.97,0,1,2,ENG
NW Bracken ,2001-2009,116,35,18,199,21,11.7,282,70.56,0,0,5,AUS
AJ Burger ,2003-2003,6,6,0,199,85,33.16,198,100.5,0,1,0,NAM
Moin-ul-Atiq ,1988-1989,5,5,0,199,105,39.8,279,71.32,1,0,0,PAK
M Ntini ,1998-2009,173,47,24,199,42,8.65,298,66.77,0,0,9,SA
Ijaz Faqih ,1980-1988,27,19,3,197,42,12.31,351,56.12,0,0,4,PAK
GA Lamb ,2010-2011,15,14,3,197,37,17.9,381,51.7,0,0,1,ZIM
MR Swart ,2011-2014,12,11,1,197,52,19.7,272,72.42,0,1,1,NL
T Maruma ,2007-2019,21,18,1,196,35,11.52,330,59.39,0,0,1,ZIM
AP Devcich ,2013-2016,12,11,0,195,58,17.72,253,77.07,0,1,2,NZ
GSNFG Jayasuriya ,2015-2019,12,10,1,195,96,21.66,273,71.42,0,1,2,SL
ASA Perera ,1998-2001,20,13,2,195,56,17.72,257,75.87,0,1,1,SL
Akram Raza ,1989-1995,49,25,14,193,33,17.54,310,62.25,0,0,4,PAK
PJ Ingram ,2010-2010,8,7,0,193,69,27.57,238,81.09,0,1,0,NZ
C Pringle ,1990-1995,64,41,19,193,34,8.77,256,75.39,0,0,3,NZ
V Rathour ,1996-1997,7,7,0,193,54,27.57,331,58.3,0,2,0,INDIA
Simi Singh ,2017-2019,15,14,1,193,45,14.84,332,58.13,0,0,1,IRE
MM Iqbal ,2009-2014,13,12,4,192,63,24.0,360,53.33,0,1,2,SCOT
CJ Smith ,2006-2007,12,12,0,192,52,16.0,245,78.36,0,1,3,BMUDA
Abid Ali ,2019-2019,4,4,0,191,112,47.75,196,97.44,1,1,1,PAK
DAG Fletcher ,1983-1983,6,6,2,191,71,47.75,289,66.08,0,2,0,ZIM
TN Madondo ,1998-2001,13,13,1,191,71,15.91,331,57.7,0,1,2,ZIM
Mohammad Boota ,2018-2019,9,9,1,191,59,23.87,252,75.79,0,1,0,UAE
Shabir Noori ,2010-2016,10,10,0,191,94,19.1,300,63.66,0,1,2,AFG
CJ McKay ,2009-2014,59,31,10,190,30,9.04,337,56.37,0,0,3,AUS
Mohammad Shahzad ,2014-2016,6,6,0,190,79,31.66,225,84.44,0,2,2,UAE
Usman Limbada ,2010-2014,11,11,1,189,50,18.9,284,66.54,0,1,1,CAN
BAW Mendis ,2008-2015,87,42,19,188,21,8.17,263,71.48,0,0,10,SL
TJ Murtagh ,2012-2019,58,36,12,188,23,7.83,298,63.08,0,0,7,IRE
T Mupariwa ,2004-2016,40,32,10,185,33,8.4,325,56.92,0,0,9,ZIM
SW Poynter ,2014-2019,21,19,5,185,36,13.21,278,66.54,0,0,2,IRE
EAE Baptiste ,1983-1990,43,16,4,184,31,15.33,241,76.34,0,0,0,WI
JL Ontong ,2001-2012,28,16,2,184,32,13.14,267,68.91,0,0,1,AfrSA
Saadat Ali ,1984-1984,8,7,1,184,78,30.66,341,53.95,0,1,0,PAK
Sohag Gazi ,2012-2014,20,16,4,184,30,15.33,213,86.38,0,0,0,BDESH
SI de Saram ,1999-2001,15,13,2,183,38,16.63,270,67.77,0,0,0,SL
SJ Benn ,2008-2016,47,30,7,182,31,7.91,240,75.83,0,0,5,WI
SR Taylor ,2019-2019,9,9,0,182,56,20.22,265,68.67,0,1,2,USA
AR Patel ,2014-2017,38,20,6,181,38,12.92,190,95.26,0,0,3,INDIA
JR Thomson ,1975-1985,50,30,6,181,21,7.54,280,64.64,0,0,5,AUS
SB Bangar ,2002-2004,15,15,2,180,57,13.84,239,75.31,0,1,3,INDIA
DG Cork ,1992-2002,32,21,3,180,31,10.0,271,66.42,0,0,4,ENG
WF Stelling ,2006-2007,15,11,5,180,44,30.0,272,66.17,0,0,1,NL
B Warnapura ,1975-1982,12,12,0,180,77,15.0,415,43.37,0,1,1,SL
Mazhar Hussain ,1994-1996,7,7,0,179,70,25.57,334,53.59,0,1,0,UAE
DM Richards ,2009-2010,8,7,0,179,59,25.57,251,71.31,0,2,0,WI
TK Curran ,2017-2019,17,11,7,178,47,44.5,166,107.22,0,0,2,ENG
SC Khanna ,1979-1984,10,10,2,176,56,22.0,265,66.41,0,2,1,INDIA
TC Bastiampillai ,2007-2014,13,13,0,175,49,13.46,301,58.13,0,0,2,CAN
BR Blair ,1982-1986,14,14,2,174,29,14.5,253,68.77,0,0,2,NZ
GC Dyer ,1986-1988,23,13,2,174,45,15.81,227,76.65,0,0,1,AUS
MD Moxon ,1985-1988,8,8,0,174,70,21.75,325,53.53,0,1,1,ENG
GRJ Roope ,1973-1978,8,8,0,173,44,21.62,342,50.58,0,0,1,ENG
SB Doull ,1992-2000,42,27,13,172,22,12.28,188,91.48,0,0,2,NZ
Hasibul Hossain ,1995-2004,32,26,6,172,21,8.6,247,69.63,0,0,3,BDESH
BN Cooper ,2013-2019,8,6,0,171,74,28.5,184,92.93,0,1,0,NL
RP Lefebvre ,1996-2003,11,11,5,171,45,28.5,280,61.07,0,0,0,NL
DK Morrison ,1987-1996,96,43,24,171,20,9.0,400,42.75,0,0,7,NZ
I Udana ,2012-2019,15,12,2,171,78,17.1,181,94.47,0,1,1,SL
D Bau ,2016-2017,10,10,1,170,46,18.88,319,53.29,0,0,2,PNG
PS de Villiers ,1992-1997,83,36,15,170,20,8.09,218,77.98,0,0,7,SA
SW Masakadza ,2010-2014,16,11,3,170,45,21.25,177,96.04,0,0,1,ZIM
CJ Jordan ,2013-2016,31,21,7,169,38,12.07,188,89.89,0,0,3,ENG
J Smits ,2003-2009,38,19,9,169,29,16.9,360,46.94,0,0,2,NL
RA Jones ,2003-2003,5,5,0,168,63,33.6,329,51.06,0,1,0,NZ
AF Milne ,2012-2017,40,17,7,168,36,16.8,165,101.81,0,0,2,NZ
CP Rizwan ,2019-2019,7,6,0,168,47,28.0,325,51.69,0,0,1,UAE
AR Whittall ,1996-2000,63,35,13,168,29,7.63,310,54.19,0,0,6,ZIM
RS Gabriel ,1984-1984,11,11,0,167,41,15.18,360,46.38,0,0,2,WI
JE Morris ,1990-1991,8,8,1,167,63,23.85,225,74.22,0,1,0,ENG
Haroon Rasheed ,1977-1982,12,10,2,166,63,20.75,316,52.53,0,1,0,PAK
A McGrath ,2003-2004,14,12,2,166,52,16.6,353,47.02,0,1,1,ENG
DES Maxwell ,2006-2007,10,10,4,166,59,27.66,238,69.74,0,1,1,CAN
TL Chatara ,2013-2019,70,45,20,165,23,6.6,336,49.1,0,0,8,ZIM
Khurram Chohan ,2009-2014,25,19,6,165,35,12.69,285,57.89,0,0,2,CAN
JF Kloppenburg ,2002-2003,6,6,0,165,121,27.5,265,62.26,1,0,1,NL
MJ Lumb ,2014-2014,3,3,0,165,106,55.0,203,81.28,1,0,0,ENG
JA McCollum ,2019-2019,8,8,0,165,73,20.62,240,68.75,0,2,1,IRE
GAHM Parkar ,1982-1984,10,10,1,165,42,18.33,332,49.69,0,0,0,INDIA
D Bishoo ,2011-2019,42,25,10,164,29,10.93,263,62.35,0,0,8,WI
RB Kanhai ,1973-1975,7,5,2,164,55,54.66,273,60.07,0,2,0,WI
RR Powar ,2004-2007,31,19,5,163,54,11.64,260,62.69,0,1,0,INDIA
JC Tredwell ,2010-2015,45,25,11,163,30,11.64,242,67.35,0,0,3,ENG
Faheem Ashraf ,2017-2019,23,15,2,162,28,12.46,195,83.07,0,0,2,PAK
MV Nagamootoo ,2000-2002,24,18,6,162,33,13.5,270,60.0,0,0,1,WI
JTC Vaughan ,1992-1996,18,16,7,162,33,18.0,261,62.06,0,0,0,NZ
T Bavuma ,2016-2017,2,2,0,161,113,80.5,170,94.7,1,0,0,SA
CD Cumming ,2003-2009,13,13,1,161,45,13.41,301,53.48,0,0,3,NZ
SKL de Silva ,1997-1997,11,6,3,161,57,53.66,193,83.41,0,2,0,SL
SC Joseph ,2000-2005,13,11,1,161,58,16.1,302,53.31,0,1,2,WI
KMA Paul ,2018-2019,16,11,3,161,46,20.12,194,82.98,0,0,1,WI
E Schiferli ,2002-2013,30,22,6,161,41,10.06,218,73.85,0,0,4,NL
HMCM Bandara ,2006-2010,31,17,4,160,31,12.3,224,71.42,0,0,3,SL
PE Cantrell ,1996-1996,5,5,0,160,47,32.0,307,52.11,0,0,0,NL
MS Chapman ,2015-2018,5,5,1,160,124,40.0,174,91.95,1,0,1,HKGNZ
JL Langer ,1994-1997,8,7,2,160,36,32.0,180,88.88,0,0,0,AUS
K Weeraratne ,2000-2008,15,9,1,160,41,20.0,177,90.39,0,0,0,SL
Saleem Raza ,1994-1996,6,6,0,159,84,26.5,173,91.9,0,1,0,UAE
AC Bedade ,1994-1994,13,10,3,158,51,22.57,183,86.33,0,1,0,INDIA
DAJ Bracewell ,2011-2019,19,12,2,158,57,15.8,214,73.83,0,1,1,NZ
JJ Martin ,1999-2001,10,8,1,158,39,22.57,331,47.73,0,0,1,INDIA
Imran Tahir ,2011-2019,107,36,16,157,29,7.85,225,69.77,0,0,6,SA
MP Maynard ,1994-2000,14,12,1,156,41,14.18,225,69.33,0,0,1,ENG
IJ Gould ,1983-1983,18,14,2,155,42,12.91,243,63.78,0,0,2,ENG
PM Seelaar ,2006-2019,41,24,10,155,34,11.07,244,63.52,0,0,5,NL
TA Boult ,2012-2019,89,39,23,154,21,9.62,209,73.68,0,0,1,NZ
GJ Cosier ,1975-1979,9,7,2,154,84,30.8,166,92.77,0,1,1,AUS
AM Ellis ,2012-2013,15,12,1,154,33,14.0,184,83.69,0,0,1,NZ
Mohammad Hussain ,1997-1998,14,12,7,154,31,30.8,136,113.23,0,0,0,PAK
CJ Richards ,1981-1988,22,16,3,154,50,11.84,264,58.33,0,1,3,ENG
RML Taylor ,2013-2016,15,14,3,154,46,14.0,172,89.53,0,0,1,SCOT
C Zhuwao ,2008-2018,9,9,0,154,45,17.11,132,116.66,0,0,3,ZIM
CPS Chauhan ,1978-1981,7,7,0,153,46,21.85,301,50.83,0,0,0,INDIA
AN Ranasinghe ,1975-1982,9,8,1,153,51,21.85,147,104.08,0,1,2,SL
DW Fleming ,1994-2001,88,31,18,152,29,11.69,221,68.77,0,0,5,AUS
MDK Perera ,2007-2018,13,12,0,152,30,12.66,199,76.38,0,0,0,SL
AJ Redmond ,2009-2010,6,6,0,152,52,25.33,259,58.68,0,1,0,NZ
MW Alleyne ,1999-2000,10,8,1,151,53,21.57,255,59.21,0,1,0,ENG
J Anderson ,2014-2016,8,8,0,151,39,18.87,267,56.55,0,0,0,IRE
RS Gavaskar ,2004-2004,11,10,2,151,54,18.87,234,64.52,0,1,0,INDIA
BF Hastings ,1973-1975,11,9,1,151,37,18.87,271,55.71,0,0,1,NZ
VD Philander ,2007-2015,30,19,7,151,30,12.58,213,70.89,0,0,3,SA
RG Aga ,2004-2014,12,9,0,150,86,16.66,209,71.77,0,1,1,KENYA
BB Chari ,2015-2019,11,11,0,150,39,13.63,332,45.18,0,0,0,ZIM
NA Foster ,1984-1989,48,25,12,150,24,11.53,244,61.47,0,0,3,ENG
GD Barlow ,1976-1977,6,6,1,149,80,29.8,255,58.43,0,1,2,ENG
AR Khurasiya ,1999-2001,12,11,0,149,57,13.54,188,79.25,0,1,1,INDIA
Khalid Latif ,2008-2010,5,5,0,147,64,29.4,228,64.47,0,1,1,PAK
Nazimuddin ,2008-2012,11,11,0,147,47,13.36,237,62.02,0,0,0,BDESH
GM Strydom ,2006-2006,12,10,0,147,58,14.7,225,65.33,0,1,2,ZIM
MRJ Watt ,2016-2019,27,17,7,147,31,14.7,202,72.77,0,0,0,SCOT
D Williams ,1988-1997,36,23,7,147,32,9.18,242,60.74,0,0,4,WI
JA Burns ,2015-2015,6,6,0,146,69,24.33,184,79.34,0,1,1,AUS
SE Findlay ,2008-2009,9,8,1,146,59,20.85,194,75.25,0,1,0,WI
Sompal Kami ,2018-2019,6,6,2,146,61,36.5,164,89.02,0,1,1,NEPAL
MP O'Dowd ,2019-2019,2,2,1,145,86,145.0,200,72.5,0,2,0,NL
AC Agar ,2015-2018,9,8,1,144,46,20.57,166,86.74,0,0,2,AUS
R Clarke ,2003-2006,20,13,0,144,39,11.07,232,62.06,0,0,2,ENG
DK Liyanage ,1992-2001,16,11,2,144,43,16.0,207,69.56,0,0,0,SL
LN Onyango ,1996-2014,29,18,7,144,34,13.09,188,76.59,0,0,2,KENYA
G Malla ,2018-2019,6,6,0,143,51,23.83,189,75.66,0,1,1,NEPAL
Abdur Rehman ,2006-2014,31,23,6,142,31,8.35,263,53.99,0,0,4,PAK
CM Kuggeleijn ,1988-1989,16,11,2,142,40,15.77,223,63.67,0,0,1,NZ
D Langford-Smith ,2006-2008,22,17,8,142,31,15.77,133,106.76,0,0,2,IRE
MB Loye ,2007-2007,7,7,0,142,45,20.28,184,77.17,0,0,1,ENG
K Zondo ,2018-2018,5,5,1,142,54,35.5,224,63.39,0,1,0,SA
DE Bernard ,2003-2010,20,12,2,141,38,14.1,219,64.38,0,0,1,WI
ARC Fraser ,1989-1999,42,20,9,141,38,12.81,208,67.78,0,0,1,ENG
OD Gibson ,1995-1997,15,11,1,141,52,14.1,138,102.17,0,1,1,WI
CR Matthews ,1991-1997,56,22,9,141,26,10.84,202,69.8,0,0,3,SA
A Nehra ,2001-2011,120,46,21,141,24,5.64,246,57.31,0,0,9,INDIA
Shahid Saeed ,1989-1993,10,10,0,141,50,14.1,316,44.62,0,1,0,PAK
VJ Wells ,1999-1999,9,7,0,141,39,20.14,253,55.73,0,0,0,ENG
AF Buurman ,2007-2011,17,11,2,140,34,15.55,179,78.21,0,0,2,NL
HMRKB Herath ,2004-2015,71,30,15,140,17,9.33,217,64.51,0,0,3,SL
Rubel Hossain ,2009-2019,101,52,24,140,17,5.0,249,56.22,0,0,11,BDESH
JM Wiener ,1979-1980,7,7,0,140,50,20.0,324,43.2,0,1,0,AUS
MV Fleming ,1997-1998,11,10,1,139,33,15.44,137,101.45,0,0,1,ENG
KH MacLeay ,1983-1987,16,13,2,139,41,12.63,170,81.76,0,0,0,AUS
EAR de Silva ,1986-1992,28,20,6,138,19,9.85,241,57.26,0,0,2,SL
GN Edwards ,1976-1981,6,6,0,138,41,23.0,191,72.25,0,0,1,NZ
KA Hope ,2017-2017,7,6,0,138,46,23.0,192,71.87,0,0,0,WI
S Samarawickrama ,2017-2019,7,7,0,138,54,19.71,165,83.63,0,1,2,SL
RJ Bailey ,1985-1990,4,4,2,137,43,68.5,196,69.89,0,0,0,ENG
RM Hogg ,1979-1985,71,35,20,137,22,9.13,217,63.13,0,0,2,AUS
APB Tennekoon ,1975-1979,4,4,0,137,59,34.25,207,66.18,0,1,1,SL
ST Finn ,2011-2017,69,30,13,136,35,8.0,223,60.98,0,0,7,ENG
G Miller ,1977-1984,25,18,2,136,46,8.5,265,51.32,0,0,3,ENG
Mohammed Shami ,2013-2019,73,34,16,136,25,7.55,164,82.92,0,0,5,INDIA
LG Rowe ,1975-1980,11,8,0,136,60,17.0,244,55.73,0,1,0,WI
KD Shah ,2014-2018,10,10,1,136,34,15.11,238,57.14,0,0,2,HKG
R Vijay Bharadwaj ,1999-2002,10,9,4,136,41,27.2,194,70.1,0,0,1,INDIA
SRD Wettimuny ,1975-1979,3,3,1,136,67,68.0,242,56.19,0,2,0,SL
D Pretorius ,2016-2019,22,10,1,135,50,15.0,145,93.1,0,1,1,SA
PA Browne ,2008-2008,5,5,1,134,49,33.5,179,74.86,0,0,0,WI
TS Chisoro ,2015-2018,18,15,6,134,42,14.88,218,61.46,0,0,2,ZIM
Krishna Chandran ,2014-2016,12,10,2,134,43,16.75,274,48.9,0,0,3,UAE
Arshad Khan ,1993-2006,58,29,18,133,20,12.09,217,61.29,0,0,5,PAK
MD Bell ,1998-2001,7,7,0,133,66,19.0,268,49.62,0,1,0,NZ
RJ Sidebottom ,2001-2010,25,18,8,133,24,13.3,194,68.55,0,0,2,ENG
RK Chauhan ,1993-1997,35,18,5,132,32,10.15,171,77.19,0,0,4,INDIA
D Keulder ,2003-2003,6,6,0,132,52,22.0,220,60.0,0,1,1,NAM
Bazid Khan ,2004-2008,5,5,0,131,66,26.2,232,56.46,0,2,1,PAK
MSK Prasad ,1998-1999,17,11,2,131,63,14.55,225,58.22,0,1,2,INDIA
Sajid Ali ,1984-1997,13,12,0,130,28,10.83,293,44.36,0,0,0,PAK
RW Taylor ,1973-1984,27,17,7,130,26,13.0,312,41.66,0,0,2,ENG
RJ Trott ,2007-2009,11,10,4,130,48,21.66,249,52.2,0,0,1,BMUDA
TJ Zoehrer ,1986-1994,22,15,3,130,50,10.83,183,71.03,0,1,2,AUS
KTGD Prasad ,2006-2015,24,12,6,129,31,21.5,146,88.35,0,0,1,SL
Shafiul Islam ,2010-2019,59,33,11,129,24,5.86,235,54.89,0,0,9,BDESH
BOP Fernando ,2019-2019,6,6,0,128,49,21.33,203,63.05,0,0,1,SL
FC Hayes ,1973-1975,6,6,1,128,52,25.6,235,54.46,0,1,0,ENG
Khawar Ali ,2019-2019,5,5,1,128,79,32.0,256,50.0,0,1,0,OMAN
DT Hondo ,2001-2005,56,29,12,127,17,7.47,249,51.0,0,0,4,ZIM
TE Jesty ,1983-1983,10,10,4,127,52,21.16,182,69.78,0,1,2,ENG
A Nel ,2001-2008,79,22,12,127,30,12.7,166,76.5,0,0,2,SA
Yasir Shah ,2011-2019,25,13,6,127,32,18.14,149,85.23,0,0,2,PAK
SJ Baard ,2019-2019,5,5,0,126,73,25.2,199,63.31,0,1,1,NAM
Basil Hameed ,2019-2019,3,3,1,126,63,63.0,177,71.18,0,1,0,UAE
Dhiman Ghosh ,2008-2008,14,12,3,126,30,14.0,201,62.68,0,0,3,BDESH
MG Erasmus ,2019-2019,5,5,0,126,88,25.2,169,74.55,0,1,1,NAM
M Kartik ,2002-2007,37,14,5,126,32,14.0,178,70.78,0,0,1,INDIA
TRO Payne ,1984-1987,7,4,0,126,60,31.5,240,52.5,0,1,0,WI
CP Senanayake ,1990-1991,7,7,0,126,27,18.0,211,59.71,0,0,1,SL
PA Jaques ,2006-2007,6,6,0,125,94,20.83,176,71.02,0,1,1,AUS
MC Sorensen ,2013-2016,13,8,2,125,31,20.83,155,80.64,0,0,0,IRE
AJ Turner ,2019-2019,3,3,1,125,84,62.5,86,145.34,0,1,0,AUS
AIC Dodemaide ,1988-1993,24,16,7,124,30,13.77,159,77.98,0,0,1,AUS
ZE Green ,2019-2019,5,5,0,124,41,24.8,182,68.13,0,0,0,NAM
A Maregwede ,2003-2005,11,11,1,124,37,12.4,218,56.88,0,0,1,ZIM
JA Samarasekera ,1994-1996,7,6,2,124,47,31.0,215,57.67,0,0,0,UAE
M van Jaarsveld ,2002-2004,11,7,1,124,45,20.66,169,73.37,0,0,1,SA
LR Williams ,1996-2001,15,13,2,124,41,11.27,186,66.66,0,0,2,WI
Ziaur Rahman ,2013-2014,13,11,0,124,41,11.27,110,112.72,0,0,3,BDESH
CD de Lange ,2016-2017,13,10,4,123,26,20.5,200,61.5,0,0,0,SCOT
BM Duckett ,2016-2016,3,3,0,123,63,41.0,152,80.92,0,2,1,ENG
GA Paterson ,1983-1987,10,10,0,123,27,12.3,327,37.61,0,0,1,ZIM
J Arun Lal ,1982-1989,13,13,0,122,51,9.38,232,52.58,0,1,4,INDIA
RL Bhudia ,2008-2009,5,5,0,122,47,24.4,124,98.38,0,0,0,KENYA
CRM Douglas ,2008-2008,2,2,0,122,69,61.0,218,55.96,0,2,0,BMUDA
BA Parchment ,2007-2008,7,7,0,122,48,17.42,217,56.22,0,0,0,WI
SK Gupta ,1996-2001,10,10,1,121,41,13.44,220,55.0,0,0,3,KENYA
GJAF Aponso ,1996-1996,5,4,0,120,58,30.0,247,48.58,0,1,0,NL
L Balaji ,2002-2009,30,16,6,120,21,12.0,152,78.94,0,0,2,INDIA
Shahid Mahboob ,1982-1984,10,6,1,119,77,23.8,194,61.34,0,1,1,PAK
EJ Chatfield ,1979-1989,114,48,37,118,19,10.72,346,34.1,0,0,6,NZ
DBL Powell ,2002-2009,55,25,3,118,48,5.36,164,71.95,0,0,8,WI
JN Snape ,2001-2002,10,7,3,118,38,29.5,173,68.2,0,0,0,ENG
V Yadav ,1992-1994,19,12,2,118,34,11.8,116,101.72,0,0,2,INDIA
MR Adair ,2019-2019,9,8,2,117,32,19.5,101,115.84,0,0,0,IRE
DH Brain ,1992-1995,23,18,4,117,27,8.35,171,68.42,0,0,2,ZIM
NB Mahwire ,2004-2006,23,19,8,117,22,10.63,249,46.98,0,0,2,ZIM
FL Reifer ,1997-2009,8,8,0,117,40,14.62,229,51.09,0,0,0,WI
Arshad Ayub ,1987-1990,32,17,7,116,31,11.6,162,71.6,0,0,1,INDIA
Azam Khan ,1996-1998,6,5,0,116,72,23.2,177,65.53,0,1,0,PAK
PH Edmonds ,1977-1987,29,18,7,116,20,10.54,232,50.0,0,0,3,ENG
Hamza Tariq ,2011-2014,7,7,0,116,71,16.57,157,73.88,0,1,2,CAN
Tauseef Ahmed ,1982-1990,70,25,14,116,27,10.54,216,53.7,0,0,3,PAK
PWH de Silva ,2017-2019,12,10,2,115,30,14.37,111,103.6,0,0,2,SL
GK Khoda ,1998-1998,2,2,0,115,89,57.5,185,62.16,0,1,0,INDIA
GD McGrath ,1993-2007,250,68,38,115,11,3.83,236,48.72,0,0,14,AUS
MA Carberry ,2013-2014,6,6,0,114,63,19.0,180,63.33,0,1,0,ENG
C Carter ,2015-2018,11,9,0,114,43,12.66,186,61.29,0,0,0,HKG
GR Dilley ,1979-1988,36,18,8,114,31,11.4,133,85.71,0,0,2,ENG
FM Engineer ,1974-1975,5,4,1,114,54,38.0,195,58.46,0,1,0,INDIA
KD Ghavri ,1975-1981,19,16,6,114,20,11.4,194,58.76,0,0,1,INDIA
MO Jones ,2006-2007,12,12,2,113,27,11.3,149,75.83,0,0,1,BMUDA
DL Maddy ,1998-2000,8,6,0,113,53,18.83,206,54.85,0,1,1,ENG
Naved Anjum ,1984-1992,13,12,3,113,30,12.55,154,73.37,0,0,1,PAK
MJ Cosgrove ,2006-2006,3,3,0,112,74,37.33,116,96.55,0,1,0,AUS
JN Frylinck ,2019-2019,5,5,2,112,60,37.33,97,115.46,0,1,0,NAM
K Gore ,2019-2019,7,7,2,112,31,22.4,171,65.49,0,0,0,USA
Haseeb Amjad ,2014-2016,7,6,1,112,42,22.4,85,131.76,0,0,1,HKG
DP Hyatt ,2011-2011,9,9,1,112,39,14.0,188,59.57,0,0,1,WI
CT Mutombodzi ,2013-2015,11,10,1,112,27,12.44,160,70.0,0,0,0,ZIM
Hasan Jamil ,1977-1978,6,5,0,111,28,22.2,120,92.5,0,0,0,PAK
RDM Leverock ,2006-2009,32,19,9,111,20,11.1,382,29.05,0,0,1,BMUDA
Shan Masood ,2019-2019,5,5,0,111,50,22.2,145,76.55,0,1,1,PAK
RD Brown ,1983-1987,7,7,0,110,38,15.71,334,32.93,0,0,0,ZIM
BJ McCarthy ,2016-2019,27,18,4,110,18,7.85,201,54.72,0,0,2,IRE
Rashid Khan ,1980-1985,29,15,7,110,17,13.75,173,63.58,0,0,0,PAK
MG Burmester ,1992-1995,8,7,1,109,39,18.16,207,52.65,0,0,0,ZIM
CL Smith ,1984-1984,4,4,0,109,70,27.25,240,45.41,0,1,0,ENG
CG Williams ,2019-2019,5,5,1,109,36,27.25,181,60.22,0,0,0,NAM
DS Airee ,2018-2019,6,6,0,108,40,18.0,158,68.35,0,0,1,NEPAL
MJ McClenaghan ,2013-2016,48,14,10,108,34,27.0,138,78.26,0,0,0,NZ
SS McKechnie ,2017-2018,8,8,1,108,29,15.42,193,55.95,0,0,2,HKG
R Murray ,2018-2018,5,5,1,108,47,27.0,178,60.67,0,0,0,ZIM
Hamid Hassan ,2009-2019,38,22,6,107,17,6.68,195,54.87,0,0,4,AFG
SJ Rhodes ,1989-1995,9,8,2,107,56,17.83,150,71.33,0,1,0,ENG
G Cook ,1981-1983,6,6,0,106,32,17.66,261,40.61,0,0,0,ENG
CR Foggo ,2008-2008,4,4,0,106,60,26.5,174,60.91,0,1,0,BMUDA
KO Meth ,2006-2012,11,8,0,106,53,13.25,183,57.92,0,1,2,ZIM
Faruk Ahmed ,1988-1999,7,7,0,105,57,15.0,273,38.46,0,1,1,BDESH
AS Joseph ,2016-2019,22,10,6,105,29,26.25,126,83.33,0,0,1,WI
RK Kleinveldt ,2013-2013,10,7,0,105,43,15.0,124,84.67,0,0,1,SA
TJ Laughlin ,1978-1979,6,5,1,105,74,26.25,160,65.62,0,1,0,AUS
PM Toohey ,1978-1979,5,4,2,105,54,52.5,133,78.94,0,1,0,AUS
CD Collymore ,1999-2007,84,35,17,104,13,5.77,261,39.84,0,0,8,WI
D Elgar ,2012-2018,8,7,1,104,42,17.33,177,58.75,0,0,0,SA
